bigram,category,value
donald_trump,STYLE & BEAUTY,0.0
hillari_clinton,STYLE & BEAUTY,25.0
new_york,STYLE & BEAUTY,198.0
white_hous,STYLE & BEAUTY,26.0
berni_sander,STYLE & BEAUTY,0.0
suprem_court,STYLE & BEAUTY,0.0
health_care,STYLE & BEAUTY,0.0
climat_chang,STYLE & BEAUTY,0.0
new_year,STYLE & BEAUTY,31.0
look_like,STYLE & BEAUTY,70.0
fashion_week,STYLE & BEAUTY,364.0
studi_find,STYLE & BEAUTY,0.0
super_bowl,STYLE & BEAUTY,17.0
morn_email,STYLE & BEAUTY,0.0
stephen_colbert,STYLE & BEAUTY,0.0
north_korea,STYLE & BEAUTY,0.0
kim_kardashian,STYLE & BEAUTY,124.0
ted_cruz,STYLE & BEAUTY,0.0
need_know,STYLE & BEAUTY,25.0
fox_news,STYLE & BEAUTY,0.0
taylor_swift,STYLE & BEAUTY,32.0
valentin_day,STYLE & BEAUTY,32.0
mother_day,STYLE & BEAUTY,21.0
paul_ryan,STYLE & BEAUTY,0.0
social_medium,STYLE & BEAUTY,0.0
photo_poll,STYLE & BEAUTY,304.0
sexual_assault,STYLE & BEAUTY,0.0
joe_biden,STYLE & BEAUTY,0.0
michell_obama,STYLE & BEAUTY,133.0
jimmi_kimmel,STYLE & BEAUTY,0.0
game_throne,STYLE & BEAUTY,0.0
trump_administr,STYLE & BEAUTY,0.0
red_carpet,STYLE & BEAUTY,136.0
high_school,STYLE & BEAUTY,0.0
open_letter,STYLE & BEAUTY,0.0
istar_war,STYLE & BEAUTY,0.0
mental_health,STYLE & BEAUTY,0.0
jimmi_fallon,STYLE & BEAUTY,0.0
trump_say,STYLE & BEAUTY,0.0
box_offic,STYLE & BEAUTY,0.0
york_citi,STYLE & BEAUTY,0.0
kate_middleton,STYLE & BEAUTY,191.0
north_carolina,STYLE & BEAUTY,0.0
sexual_harass,STYLE & BEAUTY,0.0
kany_west,STYLE & BEAUTY,35.0
week_photo,STYLE & BEAUTY,197.0
plan_parenthood,STYLE & BEAUTY,0.0
trevor_noah,STYLE & BEAUTY,0.0
marco_rubio,STYLE & BEAUTY,0.0
mike_penni,STYLE & BEAUTY,0.0
donald_trump,FOOD & DRINK,0.0
hillari_clinton,FOOD & DRINK,0.0
new_york,FOOD & DRINK,25.0
white_hous,FOOD & DRINK,0.0
berni_sander,FOOD & DRINK,0.0
suprem_court,FOOD & DRINK,0.0
health_care,FOOD & DRINK,0.0
climat_chang,FOOD & DRINK,0.0
new_year,FOOD & DRINK,26.0
look_like,FOOD & DRINK,14.0
fashion_week,FOOD & DRINK,0.0
studi_find,FOOD & DRINK,0.0
super_bowl,FOOD & DRINK,38.0
morn_email,FOOD & DRINK,0.0
stephen_colbert,FOOD & DRINK,0.0
north_korea,FOOD & DRINK,0.0
kim_kardashian,FOOD & DRINK,0.0
ted_cruz,FOOD & DRINK,0.0
need_know,FOOD & DRINK,18.0
fox_news,FOOD & DRINK,0.0
taylor_swift,FOOD & DRINK,0.0
valentin_day,FOOD & DRINK,39.0
mother_day,FOOD & DRINK,0.0
paul_ryan,FOOD & DRINK,0.0
social_medium,FOOD & DRINK,0.0
photo_poll,FOOD & DRINK,0.0
sexual_assault,FOOD & DRINK,0.0
joe_biden,FOOD & DRINK,0.0
michell_obama,FOOD & DRINK,0.0
jimmi_kimmel,FOOD & DRINK,0.0
game_throne,FOOD & DRINK,0.0
trump_administr,FOOD & DRINK,0.0
red_carpet,FOOD & DRINK,0.0
high_school,FOOD & DRINK,0.0
open_letter,FOOD & DRINK,0.0
istar_war,FOOD & DRINK,0.0
mental_health,FOOD & DRINK,0.0
jimmi_fallon,FOOD & DRINK,0.0
trump_say,FOOD & DRINK,0.0
box_offic,FOOD & DRINK,0.0
york_citi,FOOD & DRINK,9.0
kate_middleton,FOOD & DRINK,0.0
north_carolina,FOOD & DRINK,0.0
sexual_harass,FOOD & DRINK,0.0
kany_west,FOOD & DRINK,0.0
week_photo,FOOD & DRINK,0.0
plan_parenthood,FOOD & DRINK,0.0
trevor_noah,FOOD & DRINK,0.0
marco_rubio,FOOD & DRINK,0.0
mike_penni,FOOD & DRINK,0.0
donald_trump,MEDIA,204.0
hillari_clinton,MEDIA,24.0
new_york,MEDIA,102.0
white_hous,MEDIA,31.0
berni_sander,MEDIA,9.0
suprem_court,MEDIA,0.0
health_care,MEDIA,4.0
climat_chang,MEDIA,4.0
new_year,MEDIA,0.0
look_like,MEDIA,0.0
fashion_week,MEDIA,0.0
studi_find,MEDIA,0.0
super_bowl,MEDIA,0.0
morn_email,MEDIA,0.0
stephen_colbert,MEDIA,4.0
north_korea,MEDIA,0.0
kim_kardashian,MEDIA,0.0
ted_cruz,MEDIA,11.0
need_know,MEDIA,0.0
fox_news,MEDIA,150.0
taylor_swift,MEDIA,0.0
valentin_day,MEDIA,0.0
mother_day,MEDIA,0.0
paul_ryan,MEDIA,0.0
social_medium,MEDIA,12.0
photo_poll,MEDIA,0.0
sexual_assault,MEDIA,4.0
joe_biden,MEDIA,0.0
michell_obama,MEDIA,0.0
jimmi_kimmel,MEDIA,0.0
game_throne,MEDIA,0.0
trump_administr,MEDIA,0.0
red_carpet,MEDIA,0.0
high_school,MEDIA,0.0
open_letter,MEDIA,0.0
istar_war,MEDIA,0.0
mental_health,MEDIA,0.0
jimmi_fallon,MEDIA,0.0
trump_say,MEDIA,8.0
box_offic,MEDIA,0.0
york_citi,MEDIA,0.0
kate_middleton,MEDIA,0.0
north_carolina,MEDIA,0.0
sexual_harass,MEDIA,27.0
kany_west,MEDIA,0.0
week_photo,MEDIA,0.0
plan_parenthood,MEDIA,0.0
trevor_noah,MEDIA,4.0
marco_rubio,MEDIA,0.0
mike_penni,MEDIA,0.0
donald_trump,QUEER VOICES,46.0
hillari_clinton,QUEER VOICES,13.0
new_york,QUEER VOICES,52.0
white_hous,QUEER VOICES,11.0
berni_sander,QUEER VOICES,0.0
suprem_court,QUEER VOICES,41.0
health_care,QUEER VOICES,0.0
climat_chang,QUEER VOICES,0.0
new_year,QUEER VOICES,9.0
look_like,QUEER VOICES,0.0
fashion_week,QUEER VOICES,0.0
studi_find,QUEER VOICES,9.0
super_bowl,QUEER VOICES,0.0
morn_email,QUEER VOICES,0.0
stephen_colbert,QUEER VOICES,0.0
north_korea,QUEER VOICES,0.0
kim_kardashian,QUEER VOICES,0.0
ted_cruz,QUEER VOICES,0.0
need_know,QUEER VOICES,10.0
fox_news,QUEER VOICES,0.0
taylor_swift,QUEER VOICES,0.0
valentin_day,QUEER VOICES,0.0
mother_day,QUEER VOICES,16.0
paul_ryan,QUEER VOICES,0.0
social_medium,QUEER VOICES,10.0
photo_poll,QUEER VOICES,0.0
sexual_assault,QUEER VOICES,0.0
joe_biden,QUEER VOICES,0.0
michell_obama,QUEER VOICES,0.0
jimmi_kimmel,QUEER VOICES,0.0
game_throne,QUEER VOICES,0.0
trump_administr,QUEER VOICES,9.0
red_carpet,QUEER VOICES,0.0
high_school,QUEER VOICES,17.0
open_letter,QUEER VOICES,28.0
istar_war,QUEER VOICES,0.0
mental_health,QUEER VOICES,8.0
jimmi_fallon,QUEER VOICES,0.0
trump_say,QUEER VOICES,0.0
box_offic,QUEER VOICES,0.0
york_citi,QUEER VOICES,11.0
kate_middleton,QUEER VOICES,0.0
north_carolina,QUEER VOICES,36.0
sexual_harass,QUEER VOICES,0.0
kany_west,QUEER VOICES,0.0
week_photo,QUEER VOICES,0.0
plan_parenthood,QUEER VOICES,0.0
trevor_noah,QUEER VOICES,0.0
marco_rubio,QUEER VOICES,0.0
mike_penni,QUEER VOICES,16.0
donald_trump,HOME & LIVING,0.0
hillari_clinton,HOME & LIVING,0.0
new_york,HOME & LIVING,41.0
white_hous,HOME & LIVING,0.0
berni_sander,HOME & LIVING,0.0
suprem_court,HOME & LIVING,0.0
health_care,HOME & LIVING,0.0
climat_chang,HOME & LIVING,0.0
new_year,HOME & LIVING,24.0
look_like,HOME & LIVING,18.0
fashion_week,HOME & LIVING,0.0
studi_find,HOME & LIVING,0.0
super_bowl,HOME & LIVING,7.0
morn_email,HOME & LIVING,0.0
stephen_colbert,HOME & LIVING,0.0
north_korea,HOME & LIVING,0.0
kim_kardashian,HOME & LIVING,0.0
ted_cruz,HOME & LIVING,0.0
need_know,HOME & LIVING,7.0
fox_news,HOME & LIVING,0.0
taylor_swift,HOME & LIVING,0.0
valentin_day,HOME & LIVING,45.0
mother_day,HOME & LIVING,21.0
paul_ryan,HOME & LIVING,0.0
social_medium,HOME & LIVING,0.0
photo_poll,HOME & LIVING,0.0
sexual_assault,HOME & LIVING,0.0
joe_biden,HOME & LIVING,0.0
michell_obama,HOME & LIVING,0.0
jimmi_kimmel,HOME & LIVING,0.0
game_throne,HOME & LIVING,0.0
trump_administr,HOME & LIVING,0.0
red_carpet,HOME & LIVING,0.0
high_school,HOME & LIVING,0.0
open_letter,HOME & LIVING,0.0
istar_war,HOME & LIVING,0.0
mental_health,HOME & LIVING,0.0
jimmi_fallon,HOME & LIVING,0.0
trump_say,HOME & LIVING,0.0
box_offic,HOME & LIVING,0.0
york_citi,HOME & LIVING,17.0
kate_middleton,HOME & LIVING,9.0
north_carolina,HOME & LIVING,0.0
sexual_harass,HOME & LIVING,0.0
kany_west,HOME & LIVING,0.0
week_photo,HOME & LIVING,15.0
plan_parenthood,HOME & LIVING,0.0
trevor_noah,HOME & LIVING,0.0
marco_rubio,HOME & LIVING,0.0
mike_penni,HOME & LIVING,0.0
donald_trump,WOMEN,34.0
hillari_clinton,WOMEN,43.0
new_york,WOMEN,9.0
white_hous,WOMEN,4.0
berni_sander,WOMEN,6.0
suprem_court,WOMEN,0.0
health_care,WOMEN,5.0
climat_chang,WOMEN,0.0
new_year,WOMEN,0.0
look_like,WOMEN,11.0
fashion_week,WOMEN,0.0
studi_find,WOMEN,0.0
super_bowl,WOMEN,0.0
morn_email,WOMEN,0.0
stephen_colbert,WOMEN,0.0
north_korea,WOMEN,0.0
kim_kardashian,WOMEN,0.0
ted_cruz,WOMEN,0.0
need_know,WOMEN,6.0
fox_news,WOMEN,0.0
taylor_swift,WOMEN,4.0
valentin_day,WOMEN,9.0
mother_day,WOMEN,15.0
paul_ryan,WOMEN,0.0
social_medium,WOMEN,0.0
photo_poll,WOMEN,0.0
sexual_assault,WOMEN,70.0
joe_biden,WOMEN,7.0
michell_obama,WOMEN,5.0
jimmi_kimmel,WOMEN,0.0
game_throne,WOMEN,0.0
trump_administr,WOMEN,0.0
red_carpet,WOMEN,7.0
high_school,WOMEN,8.0
open_letter,WOMEN,14.0
istar_war,WOMEN,0.0
mental_health,WOMEN,0.0
jimmi_fallon,WOMEN,0.0
trump_say,WOMEN,0.0
box_offic,WOMEN,0.0
york_citi,WOMEN,0.0
kate_middleton,WOMEN,0.0
north_carolina,WOMEN,0.0
sexual_harass,WOMEN,31.0
kany_west,WOMEN,0.0
week_photo,WOMEN,0.0
plan_parenthood,WOMEN,33.0
trevor_noah,WOMEN,0.0
marco_rubio,WOMEN,0.0
mike_penni,WOMEN,0.0
donald_trump,BLACK VOICES,25.0
hillari_clinton,BLACK VOICES,12.0
new_york,BLACK VOICES,24.0
white_hous,BLACK VOICES,12.0
berni_sander,BLACK VOICES,0.0
suprem_court,BLACK VOICES,0.0
health_care,BLACK VOICES,0.0
climat_chang,BLACK VOICES,0.0
new_year,BLACK VOICES,0.0
look_like,BLACK VOICES,6.0
fashion_week,BLACK VOICES,0.0
studi_find,BLACK VOICES,0.0
super_bowl,BLACK VOICES,6.0
morn_email,BLACK VOICES,0.0
stephen_colbert,BLACK VOICES,0.0
north_korea,BLACK VOICES,0.0
kim_kardashian,BLACK VOICES,0.0
ted_cruz,BLACK VOICES,0.0
need_know,BLACK VOICES,0.0
fox_news,BLACK VOICES,0.0
taylor_swift,BLACK VOICES,0.0
valentin_day,BLACK VOICES,0.0
mother_day,BLACK VOICES,13.0
paul_ryan,BLACK VOICES,0.0
social_medium,BLACK VOICES,0.0
photo_poll,BLACK VOICES,0.0
sexual_assault,BLACK VOICES,0.0
joe_biden,BLACK VOICES,0.0
michell_obama,BLACK VOICES,19.0
jimmi_kimmel,BLACK VOICES,0.0
game_throne,BLACK VOICES,0.0
trump_administr,BLACK VOICES,0.0
red_carpet,BLACK VOICES,7.0
high_school,BLACK VOICES,19.0
open_letter,BLACK VOICES,14.0
istar_war,BLACK VOICES,0.0
mental_health,BLACK VOICES,0.0
jimmi_fallon,BLACK VOICES,0.0
trump_say,BLACK VOICES,0.0
box_offic,BLACK VOICES,6.0
york_citi,BLACK VOICES,8.0
kate_middleton,BLACK VOICES,0.0
north_carolina,BLACK VOICES,6.0
sexual_harass,BLACK VOICES,0.0
kany_west,BLACK VOICES,11.0
week_photo,BLACK VOICES,0.0
plan_parenthood,BLACK VOICES,0.0
trevor_noah,BLACK VOICES,6.0
marco_rubio,BLACK VOICES,0.0
mike_penni,BLACK VOICES,0.0
donald_trump,TRAVEL,0.0
hillari_clinton,TRAVEL,0.0
new_york,TRAVEL,95.0
white_hous,TRAVEL,0.0
berni_sander,TRAVEL,0.0
suprem_court,TRAVEL,0.0
health_care,TRAVEL,0.0
climat_chang,TRAVEL,0.0
new_year,TRAVEL,35.0
look_like,TRAVEL,18.0
fashion_week,TRAVEL,0.0
studi_find,TRAVEL,0.0
super_bowl,TRAVEL,17.0
morn_email,TRAVEL,0.0
stephen_colbert,TRAVEL,0.0
north_korea,TRAVEL,10.0
kim_kardashian,TRAVEL,0.0
ted_cruz,TRAVEL,0.0
need_know,TRAVEL,15.0
fox_news,TRAVEL,0.0
taylor_swift,TRAVEL,0.0
valentin_day,TRAVEL,20.0
mother_day,TRAVEL,0.0
paul_ryan,TRAVEL,0.0
social_medium,TRAVEL,0.0
photo_poll,TRAVEL,0.0
sexual_assault,TRAVEL,0.0
joe_biden,TRAVEL,0.0
michell_obama,TRAVEL,0.0
jimmi_kimmel,TRAVEL,0.0
game_throne,TRAVEL,0.0
trump_administr,TRAVEL,0.0
red_carpet,TRAVEL,0.0
high_school,TRAVEL,0.0
open_letter,TRAVEL,0.0
istar_war,TRAVEL,0.0
mental_health,TRAVEL,0.0
jimmi_fallon,TRAVEL,0.0
trump_say,TRAVEL,0.0
box_offic,TRAVEL,0.0
york_citi,TRAVEL,36.0
kate_middleton,TRAVEL,0.0
north_carolina,TRAVEL,0.0
sexual_harass,TRAVEL,0.0
kany_west,TRAVEL,0.0
week_photo,TRAVEL,0.0
plan_parenthood,TRAVEL,0.0
trevor_noah,TRAVEL,0.0
marco_rubio,TRAVEL,0.0
mike_penni,TRAVEL,0.0
donald_trump,MONEY,0.0
hillari_clinton,MONEY,0.0
new_york,MONEY,7.0
white_hous,MONEY,0.0
berni_sander,MONEY,0.0
suprem_court,MONEY,0.0
health_care,MONEY,19.0
climat_chang,MONEY,0.0
new_year,MONEY,9.0
look_like,MONEY,3.0
fashion_week,MONEY,0.0
studi_find,MONEY,5.0
super_bowl,MONEY,0.0
morn_email,MONEY,0.0
stephen_colbert,MONEY,0.0
north_korea,MONEY,0.0
kim_kardashian,MONEY,0.0
ted_cruz,MONEY,0.0
need_know,MONEY,9.0
fox_news,MONEY,0.0
taylor_swift,MONEY,0.0
valentin_day,MONEY,0.0
mother_day,MONEY,3.0
paul_ryan,MONEY,0.0
social_medium,MONEY,0.0
photo_poll,MONEY,0.0
sexual_assault,MONEY,0.0
joe_biden,MONEY,0.0
michell_obama,MONEY,0.0
jimmi_kimmel,MONEY,0.0
game_throne,MONEY,0.0
trump_administr,MONEY,0.0
red_carpet,MONEY,0.0
high_school,MONEY,0.0
open_letter,MONEY,0.0
istar_war,MONEY,0.0
mental_health,MONEY,0.0
jimmi_fallon,MONEY,0.0
trump_say,MONEY,0.0
box_offic,MONEY,0.0
york_citi,MONEY,0.0
kate_middleton,MONEY,0.0
north_carolina,MONEY,0.0
sexual_harass,MONEY,0.0
kany_west,MONEY,0.0
week_photo,MONEY,0.0
plan_parenthood,MONEY,0.0
trevor_noah,MONEY,0.0
marco_rubio,MONEY,0.0
mike_penni,MONEY,0.0
donald_trump,RELIGION,16.0
hillari_clinton,RELIGION,3.0
new_york,RELIGION,8.0
white_hous,RELIGION,6.0
berni_sander,RELIGION,0.0
suprem_court,RELIGION,0.0
health_care,RELIGION,3.0
climat_chang,RELIGION,5.0
new_year,RELIGION,8.0
look_like,RELIGION,6.0
fashion_week,RELIGION,0.0
studi_find,RELIGION,4.0
super_bowl,RELIGION,0.0
morn_email,RELIGION,0.0
stephen_colbert,RELIGION,0.0
north_korea,RELIGION,2.0
kim_kardashian,RELIGION,0.0
ted_cruz,RELIGION,0.0
need_know,RELIGION,0.0
fox_news,RELIGION,0.0
taylor_swift,RELIGION,0.0
valentin_day,RELIGION,0.0
mother_day,RELIGION,0.0
paul_ryan,RELIGION,0.0
social_medium,RELIGION,0.0
photo_poll,RELIGION,0.0
sexual_assault,RELIGION,0.0
joe_biden,RELIGION,0.0
michell_obama,RELIGION,0.0
jimmi_kimmel,RELIGION,0.0
game_throne,RELIGION,0.0
trump_administr,RELIGION,0.0
red_carpet,RELIGION,0.0
high_school,RELIGION,2.0
open_letter,RELIGION,11.0
istar_war,RELIGION,0.0
mental_health,RELIGION,0.0
jimmi_fallon,RELIGION,0.0
trump_say,RELIGION,0.0
box_offic,RELIGION,0.0
york_citi,RELIGION,4.0
kate_middleton,RELIGION,0.0
north_carolina,RELIGION,7.0
sexual_harass,RELIGION,0.0
kany_west,RELIGION,0.0
week_photo,RELIGION,0.0
plan_parenthood,RELIGION,0.0
trevor_noah,RELIGION,0.0
marco_rubio,RELIGION,0.0
mike_penni,RELIGION,0.0
donald_trump,LATINO VOICES,29.0
hillari_clinton,LATINO VOICES,5.0
new_york,LATINO VOICES,8.0
white_hous,LATINO VOICES,3.0
berni_sander,LATINO VOICES,0.0
suprem_court,LATINO VOICES,0.0
health_care,LATINO VOICES,3.0
climat_chang,LATINO VOICES,0.0
new_year,LATINO VOICES,2.0
look_like,LATINO VOICES,3.0
fashion_week,LATINO VOICES,0.0
studi_find,LATINO VOICES,0.0
super_bowl,LATINO VOICES,0.0
morn_email,LATINO VOICES,0.0
stephen_colbert,LATINO VOICES,0.0
north_korea,LATINO VOICES,0.0
kim_kardashian,LATINO VOICES,0.0
ted_cruz,LATINO VOICES,0.0
need_know,LATINO VOICES,2.0
fox_news,LATINO VOICES,0.0
taylor_swift,LATINO VOICES,0.0
valentin_day,LATINO VOICES,0.0
mother_day,LATINO VOICES,0.0
paul_ryan,LATINO VOICES,0.0
social_medium,LATINO VOICES,0.0
photo_poll,LATINO VOICES,0.0
sexual_assault,LATINO VOICES,0.0
joe_biden,LATINO VOICES,0.0
michell_obama,LATINO VOICES,0.0
jimmi_kimmel,LATINO VOICES,0.0
game_throne,LATINO VOICES,0.0
trump_administr,LATINO VOICES,0.0
red_carpet,LATINO VOICES,0.0
high_school,LATINO VOICES,2.0
open_letter,LATINO VOICES,4.0
istar_war,LATINO VOICES,0.0
mental_health,LATINO VOICES,0.0
jimmi_fallon,LATINO VOICES,0.0
trump_say,LATINO VOICES,0.0
box_offic,LATINO VOICES,0.0
york_citi,LATINO VOICES,3.0
kate_middleton,LATINO VOICES,0.0
north_carolina,LATINO VOICES,0.0
sexual_harass,LATINO VOICES,0.0
kany_west,LATINO VOICES,0.0
week_photo,LATINO VOICES,0.0
plan_parenthood,LATINO VOICES,3.0
trevor_noah,LATINO VOICES,0.0
marco_rubio,LATINO VOICES,3.0
mike_penni,LATINO VOICES,0.0
donald_trump,IMPACT,0.0
hillari_clinton,IMPACT,3.0
new_york,IMPACT,10.0
white_hous,IMPACT,7.0
berni_sander,IMPACT,0.0
suprem_court,IMPACT,0.0
health_care,IMPACT,15.0
climat_chang,IMPACT,17.0
new_year,IMPACT,9.0
look_like,IMPACT,0.0
fashion_week,IMPACT,0.0
studi_find,IMPACT,0.0
super_bowl,IMPACT,9.0
morn_email,IMPACT,0.0
stephen_colbert,IMPACT,0.0
north_korea,IMPACT,0.0
kim_kardashian,IMPACT,0.0
ted_cruz,IMPACT,0.0
need_know,IMPACT,0.0
fox_news,IMPACT,0.0
taylor_swift,IMPACT,0.0
valentin_day,IMPACT,5.0
mother_day,IMPACT,9.0
paul_ryan,IMPACT,0.0
social_medium,IMPACT,9.0
photo_poll,IMPACT,0.0
sexual_assault,IMPACT,8.0
joe_biden,IMPACT,0.0
michell_obama,IMPACT,0.0
jimmi_kimmel,IMPACT,0.0
game_throne,IMPACT,0.0
trump_administr,IMPACT,0.0
red_carpet,IMPACT,0.0
high_school,IMPACT,5.0
open_letter,IMPACT,6.0
istar_war,IMPACT,0.0
mental_health,IMPACT,17.0
jimmi_fallon,IMPACT,0.0
trump_say,IMPACT,0.0
box_offic,IMPACT,0.0
york_citi,IMPACT,5.0
kate_middleton,IMPACT,0.0
north_carolina,IMPACT,0.0
sexual_harass,IMPACT,0.0
kany_west,IMPACT,0.0
week_photo,IMPACT,0.0
plan_parenthood,IMPACT,3.0
trevor_noah,IMPACT,0.0
marco_rubio,IMPACT,0.0
mike_penni,IMPACT,0.0
donald_trump,WEDDINGS,0.0
hillari_clinton,WEDDINGS,0.0
new_york,WEDDINGS,8.0
white_hous,WEDDINGS,0.0
berni_sander,WEDDINGS,0.0
suprem_court,WEDDINGS,0.0
health_care,WEDDINGS,0.0
climat_chang,WEDDINGS,0.0
new_year,WEDDINGS,6.0
look_like,WEDDINGS,0.0
fashion_week,WEDDINGS,5.0
studi_find,WEDDINGS,7.0
super_bowl,WEDDINGS,7.0
morn_email,WEDDINGS,0.0
stephen_colbert,WEDDINGS,0.0
north_korea,WEDDINGS,0.0
kim_kardashian,WEDDINGS,0.0
ted_cruz,WEDDINGS,0.0
need_know,WEDDINGS,12.0
fox_news,WEDDINGS,0.0
taylor_swift,WEDDINGS,0.0
valentin_day,WEDDINGS,26.0
mother_day,WEDDINGS,0.0
paul_ryan,WEDDINGS,0.0
social_medium,WEDDINGS,16.0
photo_poll,WEDDINGS,0.0
sexual_assault,WEDDINGS,0.0
joe_biden,WEDDINGS,0.0
michell_obama,WEDDINGS,0.0
jimmi_kimmel,WEDDINGS,0.0
game_throne,WEDDINGS,5.0
trump_administr,WEDDINGS,0.0
red_carpet,WEDDINGS,0.0
high_school,WEDDINGS,8.0
open_letter,WEDDINGS,0.0
istar_war,WEDDINGS,0.0
mental_health,WEDDINGS,0.0
jimmi_fallon,WEDDINGS,0.0
trump_say,WEDDINGS,0.0
box_offic,WEDDINGS,0.0
york_citi,WEDDINGS,0.0
kate_middleton,WEDDINGS,0.0
north_carolina,WEDDINGS,0.0
sexual_harass,WEDDINGS,0.0
kany_west,WEDDINGS,0.0
week_photo,WEDDINGS,0.0
plan_parenthood,WEDDINGS,0.0
trevor_noah,WEDDINGS,0.0
marco_rubio,WEDDINGS,0.0
mike_penni,WEDDINGS,0.0
donald_trump,COLLEGE,6.0
hillari_clinton,COLLEGE,2.0
new_york,COLLEGE,6.0
white_hous,COLLEGE,0.0
berni_sander,COLLEGE,0.0
suprem_court,COLLEGE,0.0
health_care,COLLEGE,0.0
climat_chang,COLLEGE,0.0
new_year,COLLEGE,0.0
look_like,COLLEGE,2.0
fashion_week,COLLEGE,0.0
studi_find,COLLEGE,0.0
super_bowl,COLLEGE,0.0
morn_email,COLLEGE,0.0
stephen_colbert,COLLEGE,0.0
north_korea,COLLEGE,0.0
kim_kardashian,COLLEGE,0.0
ted_cruz,COLLEGE,0.0
need_know,COLLEGE,0.0
fox_news,COLLEGE,0.0
taylor_swift,COLLEGE,0.0
valentin_day,COLLEGE,0.0
mother_day,COLLEGE,0.0
paul_ryan,COLLEGE,0.0
social_medium,COLLEGE,3.0
photo_poll,COLLEGE,0.0
sexual_assault,COLLEGE,36.0
joe_biden,COLLEGE,2.0
michell_obama,COLLEGE,0.0
jimmi_kimmel,COLLEGE,0.0
game_throne,COLLEGE,0.0
trump_administr,COLLEGE,0.0
red_carpet,COLLEGE,0.0
high_school,COLLEGE,5.0
open_letter,COLLEGE,6.0
istar_war,COLLEGE,0.0
mental_health,COLLEGE,4.0
jimmi_fallon,COLLEGE,0.0
trump_say,COLLEGE,0.0
box_offic,COLLEGE,0.0
york_citi,COLLEGE,0.0
kate_middleton,COLLEGE,0.0
north_carolina,COLLEGE,0.0
sexual_harass,COLLEGE,5.0
kany_west,COLLEGE,0.0
week_photo,COLLEGE,0.0
plan_parenthood,COLLEGE,0.0
trevor_noah,COLLEGE,0.0
marco_rubio,COLLEGE,0.0
mike_penni,COLLEGE,0.0
donald_trump,PARENTS,7.0
hillari_clinton,PARENTS,9.0
new_york,PARENTS,6.0
white_hous,PARENTS,0.0
berni_sander,PARENTS,0.0
suprem_court,PARENTS,0.0
health_care,PARENTS,0.0
climat_chang,PARENTS,0.0
new_year,PARENTS,13.0
look_like,PARENTS,14.0
fashion_week,PARENTS,0.0
studi_find,PARENTS,0.0
super_bowl,PARENTS,0.0
morn_email,PARENTS,0.0
stephen_colbert,PARENTS,0.0
north_korea,PARENTS,0.0
kim_kardashian,PARENTS,0.0
ted_cruz,PARENTS,0.0
need_know,PARENTS,13.0
fox_news,PARENTS,0.0
taylor_swift,PARENTS,0.0
valentin_day,PARENTS,6.0
mother_day,PARENTS,48.0
paul_ryan,PARENTS,0.0
social_medium,PARENTS,10.0
photo_poll,PARENTS,0.0
sexual_assault,PARENTS,0.0
joe_biden,PARENTS,0.0
michell_obama,PARENTS,0.0
jimmi_kimmel,PARENTS,13.0
game_throne,PARENTS,0.0
trump_administr,PARENTS,0.0
red_carpet,PARENTS,0.0
high_school,PARENTS,6.0
open_letter,PARENTS,18.0
istar_war,PARENTS,14.0
mental_health,PARENTS,5.0
jimmi_fallon,PARENTS,0.0
trump_say,PARENTS,0.0
box_offic,PARENTS,0.0
york_citi,PARENTS,0.0
kate_middleton,PARENTS,0.0
north_carolina,PARENTS,0.0
sexual_harass,PARENTS,0.0
kany_west,PARENTS,0.0
week_photo,PARENTS,0.0
plan_parenthood,PARENTS,0.0
trevor_noah,PARENTS,0.0
marco_rubio,PARENTS,0.0
mike_penni,PARENTS,0.0
donald_trump,ARTS & CULTURE,30.0
hillari_clinton,ARTS & CULTURE,7.0
new_york,ARTS & CULTURE,16.0
white_hous,ARTS & CULTURE,0.0
berni_sander,ARTS & CULTURE,0.0
suprem_court,ARTS & CULTURE,0.0
health_care,ARTS & CULTURE,0.0
climat_chang,ARTS & CULTURE,2.0
new_year,ARTS & CULTURE,0.0
look_like,ARTS & CULTURE,4.0
fashion_week,ARTS & CULTURE,0.0
studi_find,ARTS & CULTURE,0.0
super_bowl,ARTS & CULTURE,0.0
morn_email,ARTS & CULTURE,0.0
stephen_colbert,ARTS & CULTURE,2.0
north_korea,ARTS & CULTURE,0.0
kim_kardashian,ARTS & CULTURE,0.0
ted_cruz,ARTS & CULTURE,0.0
need_know,ARTS & CULTURE,0.0
fox_news,ARTS & CULTURE,0.0
taylor_swift,ARTS & CULTURE,3.0
valentin_day,ARTS & CULTURE,0.0
mother_day,ARTS & CULTURE,0.0
paul_ryan,ARTS & CULTURE,0.0
social_medium,ARTS & CULTURE,0.0
photo_poll,ARTS & CULTURE,0.0
sexual_assault,ARTS & CULTURE,4.0
joe_biden,ARTS & CULTURE,0.0
michell_obama,ARTS & CULTURE,0.0
jimmi_kimmel,ARTS & CULTURE,0.0
game_throne,ARTS & CULTURE,4.0
trump_administr,ARTS & CULTURE,0.0
red_carpet,ARTS & CULTURE,0.0
high_school,ARTS & CULTURE,0.0
open_letter,ARTS & CULTURE,0.0
istar_war,ARTS & CULTURE,2.0
mental_health,ARTS & CULTURE,0.0
jimmi_fallon,ARTS & CULTURE,0.0
trump_say,ARTS & CULTURE,0.0
